epoch	accuracy	auc	normal_acc	anormal_acc	threshold
1	71.84683694553128	0.6812769397202149	97.43214475784993	21.99611147116008	0.76
2	75.2143139754693	0.7636822133089505	94.55827567855242	37.52430330524951	0.8
3	78.08502220072977	0.756951965424722	95.23682810005322	44.666234607906674	0.9400000000000001
5	78.11139930540291	0.8141526980505964	89.84167110164981	55.25599481529488	0.77
6	79.78634545214753	0.8348297664916702	86.3158594997339	67.06416072585871	0.6
7	83.25933090077812	0.859709543382413	94.22565194252262	61.89241736876215	0.84
15	83.89238141293357	0.8835932296691231	90.78632251197446	70.46014257939079	0.48
17	84.99582362509341	0.8972171616084865	91.76423629590208	71.80816591056384	0.8300000000000001
