epoch	accuracy	auc	normal_acc	anormal_acc	threshold
1	79.10933309887018	0.8307176532793984	86.96114954763172	63.81075826312379	0.79
2	81.1183892381413	0.8168477824107017	91.5713145290048	60.75178224238497	0.72
6	81.96245658768188	0.8518440806512751	87.59978712080894	70.97861309138042	0.8
11	82.72739262320306	0.8634807981038162	90.64662054284194	67.29747245625404	0.51
13	84.57818613443531	0.8885415628340247	88.70409792442788	76.53920933246921	0.92
48	84.6705060007913	0.8713973594288547	90.50691857370941	73.29876863253403	0.7000000000000001
51	86.14762386248736	0.8984324174101515	91.0391165513571	76.61697990926766	0.6900000000000001
90	86.5916384578186	0.9025092030930257	90.00798296966471	79.9351911860013	0.9400000000000001
